"ï..URI";"Vase.Number";"Fabric";"Technique";"Sub.Technique";"Shape.Name";"Provenance";"Date";"Inscriptions";"Attributed.To";"Decoration";"Collection.Record";"Publication.Record";"Inscriptions.II";"Measurements";"Volume";"Weight";"Restorations";"Ornament";"Technical.Observations"
"http://www.beazley.ox.ac.uk/record/CA72FFE9-8BF8-4B56-9CF7-4A7BAD2E0AF7";9016878;"ATHENIAN";"BLACK-FIGURE";"";"KRATER FRAGMENT";"ATHENS, ACROPOLIS";"";"";"";"MAN, DRAPED FIGURE, HORSE, FIGURE WITH SPEARS";"Athens, National Museum, Acropolis Coll.: 1.623";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5C11142C-1265-49B9-8525-313EC9A3EBA5";332042;"ATHENIAN";"BLACK-FIGURE";"";"SKYPHOS";"";"-550 to -500";"";"SWAN GROUP by BEAZLEY";"A,B: SWANS";"Eleusis, Archaeological Museum |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 655.10";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CB5C91E6-8A94-406A-9029-86827F247DB1";21619;"ATHENIAN";"RED-FIGURE";"";"OINOCHOE";"";"-450 to -400";"";"";"BD: YOUTHS PLAYING WITH ASTRAGALOI BAGS (PHORMISKOS)";"Koln, University: N6796 | Koln, Niessen";"Bulletin of the Institute of Classical Studies: 47 (2004) 31, PL.5 (BD) | Kolner Jahrbuch: 28 (1995) 30-31, FIGS.42-44";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F2AC2850-90E0-40E7-9DBF-992CFD989620";301821;"ATHENIAN";"BLACK-FIGURE";"";"HYDRIA";"ITALY, ETRURIA, VULCI";"-550 to -500";"";"A D P by BEAZLEY";"BD: GRAPEVINE BETWEEN SIREN EYES | SH: DIONYSOS WITH DRINKING HORN AND GRAPEVINE, BETWEEN EYES";"London, British Museum: B342 | London, British Museum: 37.6-9.73";"American Journal of Archaeology: 119.3 (2015), 300, FIG.5 (BD) | Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 335.8 | Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 6, III.H.E.10, PL.(353) 94.1 <a target=_blank href=browseCVARecord.asp?id={F2AC2850-90E0-40E7-9DBF-992CFD989620}&startRef=>View Whole CVA Plates</a> | Lexicon Iconographicum Mythologiae Classicae: VIII, PL.740, SEIRENES 87 (BD) | Steinhart, M., Das Motiv des Auges in der griechischen Bildkunst (Mainz, 1995)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/10A07C95-61BD-47F3-A832-E089D92F2847";210000;"ATHENIAN";"RED-FIGURE";"";"CUP B";"ITALY, NOLA";"-475 to -425";"Kalos/Kale: KALOS";"CLINIC P by BEAZLEY | MAKRON by BEAZLEY";"A: YOUTH (VICTOR) WITH WREATHS, BETWEEN DRAPED MAN, AND OLD MAN WITH STAFF | B: YOUTHS, SOME DRAPED, WITH FILLETS, ONE VICTOR WITH WREATH | I: YOUTH WITH TOY CART";"St. Petersburg, State Hermitage Museum: 668 | St. Petersburg, State Hermitage Museum: W668 | St. Petersburg, State Hermitage Museum: B2638";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 810.20 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 223.13 | Corpus Vasorum Antiquorum: ST. PETERSBURG, STATE HERMITAGE MUSEUM 5, 62,63,64, FIG.23, PLS.(592-594) 53.1-2, 54.1-2, 55.1-4 <a target=_blank href=browseCVARecord.asp?id={10A07C95-61BD-47F3-A832-E089D92F2847}&startRef=>View Whole CVA Plates</a> | Erath, G. et al. (eds.), Komos, Festschrift fur Thuri Lorenz zum 65. Geburtstag (Vienna, 1997): PL.26.74 (A) | Gargiulo, R., Recueil des monuments du Musee Royal-Bourbon (Naples, 1845): 1861, 5, PLS.10-11 | Kephalidou, E., Nikitis, Eikonographiki meleti tou archaiou ellinikou athlitismou (Thessaloniki, 1996): PL.28.G61 (DRAWING OF A AND B) | Minerva, International Review of Ancient Art and Archaeology: 9 (1998) 2, 9, FIG.3B (I, PARTS OF A AND B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6C6F5AE7-CF6D-4A98-BF1E-31B91EBC074A";3905;"ATHENIAN";"RED-FIGURE";"";"KRATER, BELL FRAGMENT";"CHALKIDIKE, OLYNTHOS";"-425 to -375";"";"MONTESARCHIO T.121, P OF* by MCPHEE | PRONOMOS P by BROMMER";"A: BIRTH OF ERICHTHONIOS (?) (ATHENA, DIOSKOUROI RUNNING WITH SPEARS, POSEIDON RECLINING, HEPHAISTOS ?, KEKROPS ?) | B: WEDDING, YOUTHS, ONE WITH TORCH, ONE WITH TRAY, WOMAN PLAYING THE PIPES";"Salonica, Archaeological Museum: 272";"American Journal of Archaeology: 36 (1932), 128, FIG.11 (A) | Archailogika Analekta ex Athenon: 5 (1972), 452-53, FIGS.1-3 (A) | Brommer, F., Hephaistos (Mainz, 1978): PL.16.2 (A) | Kephalidou, E., and Tsiaphake, D. (eds.), Kerameos paides, Antidoro ston Kathegete Michale Tiberio apo tous mathetes tou (Thessalonike, 2012): 136-137, FIGS.1-2 (A) | Lexicon Iconographicum Mythologiae Classicae: III, PL.476, DIOSKOUROI 222 (PART) | Lexicon Iconographicum Mythologiae Classicae: IV, PL.404, HEPHAISTOS 232 (A) | Oakley, J.H. et al., Athenian Potters and Painters, The Conference Proceedings (Oxford, 1997): 254, FIGS.11-12 (A, B) | Robinson, D., Olynthus V (Baltimore, 1933): PL.77, NO.130 (A, B) | Yatromanolakis, D. (ed.), An Archaeology of Representations, Ancient Greek Vase-Painting and contemporary Methodologies (Athens, 2009): 173, FIGS.5-6";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/58EC5C2C-A626-4D18-9488-2CC0A0D11767";218656;"ATHENIAN";"RED-FIGURE";"";"FIGURE VASE OINOCHOE";"ITALY, BOLOGNA";"";"";"CANESSA CLASS by BEAZLEY | CLASS S by BEAZLEY";"FIG: HEAD OF WOMAN";"Bologna, Museo Civico Archeologico: 337 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1548.14 | Corpus Vasorum Antiquorum: BOLOGNA, MUSEO CIVICO 5, III.I.19, PL.(1510) 136.8 <a target=_blank href=browseCVARecord.asp?id={58EC5C2C-A626-4D18-9488-2CC0A0D11767}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/79075C03-570F-4DE6-8C49-3A1FDE053E3E";1005029;"BOEOTIAN";"BLACK-FIGURE";"";"KANTHAROS";"";"";"";"";"";"Berlin, Antikensammlung: F2116 |";"Corpus Vasorum Antiquorum: BERLIN, ANTIQUARIUM 4, 73-74, PL.(1627) 201.1-3 <a target=_blank href=browseCVARecord.asp?id={79075C03-570F-4DE6-8C49-3A1FDE053E3E}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/936ECA79-FAD3-457D-83AC-33B354F4F384";16697;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND FRAGMENT";"";"-575 to -525";"";"";"SATYRS AND MAENADS DANCING";"Greifswald, Ernst-Moritz-Arndt Universitat: 223 |";"Hundt, A., and Peters, K., Greifswalder Antiken (Berlin, 1959): PL.18, 223";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/67130141-54C9-4A1F-8BAB-11C86262F0A0 target=_blank>http://www.beazley.ox.ac.uk/record/67130141-54C9-4A1F-8BAB-11C86262F0A0</a>";208131;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS";"SICILY, SELINUS";"-475 to -425";"";"BOWDOIN P by BEAZLEY";"BD: PEGASOS";"Palermo, Museo Archeologico Regionale: 57A";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 685.173";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3E43CAE6-950C-439D-8115-561DF98DCF80";30625;"ATHENIAN";"RED-FIGURE";"";"KRATER, BELL FRAGMENT";"CORINTH";"-400 to -300";"";"";"DRAPED YOUTHS";"Corinth, Archaeological Museum: C72.132 |";"Hesperia: 56 (1987) PL. 54.38";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/623B5896-53A4-4807-9D75-F6C7C6BE7E61 target=_blank>http://www.beazley.ox.ac.uk/record/623B5896-53A4-4807-9D75-F6C7C6BE7E61</a>";215746;"ATHENIAN";"RED-FIGURE";"";"KRATER, BELL";"";"-450 to -400";"";"POTHOS P by BOTHMER";"A: SATYRS, ONE WITH THYRSOS AND DRINKING HORN SEATED ON POINTED AMPHORA, ONE PLAYING PIPES, MAENADS WITH THYRSOI AND OINOCHOE | B: DRAPED YOUTHS, SOME WITH STAFFS";"Milan, private";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1189.12";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/33369F42-A3E3-415F-A976-2AF113C013AC";41345;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK";"";"-575 to -525";"";"";"A: GORGONS RUNNING WITH SNAKES | B: FRONTAL CHARIOT BETWEEN DRAPED MEN WITH SPEARS";"New York (NY), market, Hesperia |";"Hesperia Arts Auction, Ltd., Antiquities, New York: 27.11.1990, 1, NO.108 (A) | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 7 (A, B, PARTS OF A AND B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9F8C3A50-8E46-4B16-939D-58361679257C";320035;"ATHENIAN";"BLACK-FIGURE";"";"HYDRIA";"ITALY, ETRURIA, VULCI";"-550 to -500";"";"ANTIMENES P by BEAZLEY";"BD: HERAKLES AND APOLLO, THE STRUGGLE FOR THE TRIPOD, BETWEEN ARTEMIS WITH BOW AND ATHENA | SH: FIGHT, DRAPED MAN BETWEEN WARRIORS WITH BOEOTIAN SHIELDS (ZEUS BETWEEN KYKNOS AND HERAKLES ?), DEVICE, ROSETTE BETWEEN SNAKES, DRAPED YOUTH WITH SPEAR, WOMEN";"Munich, Antikensammlungen: J58 | Munich, Antikensammlungen: 1696";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 268.25 | Burow, J., Der Antimenesmaler, Kerameus, 7 (Mainz, 1989): PL.131, NO.M1 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 70 | Lexicon Iconographicum Mythologiae Classicae: V, PL.130, HERAKLES 3003 (BD) | Wunsche, R. (ed.), Herakles, Herkules, Staatliche Antikensammlungen Munchen (Munich, 2003): 189, FIG.27.8, 251, FIG.41.3, 410, CAT.116 (BD, COLOUR OF BD AND S)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3F4E1D52-E291-477E-83FB-915CEE748EE8";215217;"ATHENIAN";"RED-FIGURE";"";"PELIKE";"";"-450 to -400";"";"KLEOPHON P by BEAZLEY";"A: ORPHEUS SEATED PLAYING LYRE, BETWEEN THRACIANS WITH SPEARS | B: DRAPED YOUTHS";"London, British Museum: E390";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1148.7 | Birchall, A., and Corbett, P., Greek Gods and Heroes (London,1974): FIG.54 (A) | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 335 | Tsiaphaki, D., I Thraki stin attiki eikonographia tou 5ou aiona p. Ch., Prosengiseis stis scheseis Athinas kai Thrakis (Komotini, 1998): 347, FIG.25A (A) | Webber, C., The Gods of Battle, the Thracians at War, 1500BC-AD150 (Barnsley, 2011): PL.2 (COLOUR OF A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/0F22E299-8E20-4740-B989-F88453A32DC2";203111;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"LEKYTHOS";"ITALY, LOCRI (?)";"-500 to -450";"";"COPENHAGEN 3830, P OF by BEAZLEY | DIOSPHOS POTTER by BEAZLEY | DL CLASS by BEAZLEY";"BD: YOUTH WITH DOG";"Warsaw, National Museum: 142470 | Cracow, Czartoryski Museum: 92";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 302.14, 724.9";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/871E4A01-3B2F-43B5-A96D-CB2544F80F7C";212030;"ATHENIAN";"RED-FIGURE";"";"CUP STEMLESS FRAGMENT";"ITALY, ORVIETO";"-475 to -425";"";"VEII P by BEAZLEY";"I: DRAPED YOUTH";"Vienna, University: 503.11 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 906.106 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 284.4 | Corpus Vasorum Antiquorum: WIEN, UNIVERSITAT UND PROFESSOR FRANZ V. MATSCH, U30, PL.(213) 19.10 <a target=_blank href=browseCVARecord.asp?id={871E4A01-3B2F-43B5-A96D-CB2544F80F7C}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/1E9FE1D9-9FF0-4C5C-ABE3-C46DBD8A9AF6";320239;"ATHENIAN";"BLACK-FIGURE";"";"KRATER, CALYX";"";"-550 to -500";"";"ANTIMENES P by JACOBSTHAL";"A: ATHENA MOUNTING CHARIOT, DIONYSOS WITH DRINKING HORN AND IVY, ARIADNE (?), POSEIDON, APOLLO WITH KITHARA, ARTEMIS WITH FLOWER, HERMES, GODDESS | B: DIONYSOS WITH VINE AND KANTHAROS BETWEEN SATYRS AND MAENADS DANCING [RESTORED]";"Paris, Musee du Louvre: F316";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 281.19 | Corpus Vasorum Antiquorum: PARIS, LOUVRE 2, III.He.5, PLS.(79-80) 7.3-4, 8.1 <a target=_blank href=browseCVARecord.asp?id={1E9FE1D9-9FF0-4C5C-ABE3-C46DBD8A9AF6}&startRef=>View Whole CVA Plates</a> | Heilmeyer, W.D., et al., Euphronios und seine Zeit, Kolloquium in Berlin 19./20. April 1991 anlasslich der Ausstellung Euphronios der Maler (Berlin, 1: 62, FIG.7 (PROFILE)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/DC8E6A48-150C-40C9-83D2-59064459A11E";351034;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK";"";"-525 to -475";"";"THREE-LINE GROUP by BEAZLEY";"A: DIONYSOS SEATED ON STOOL WITH IVY AND KANTHAROS, SATYR, MAENADS DANCING IN NEBRIDES | B: MAENADS, ONE IN LEOPARD SKIN, ONE IN NEBRIS, AND SATYRS DANCING";"Frankfurt, Museum fur Kunsthandwerk: WM03";"Beazley, J.D., Paralipomena (Oxford, 1971): 140.9BIS | Corpus Vasorum Antiquorum: FRANKFURT, FRANKFURT AM MAIN 1, 28, PLS.(1198,1205) 26.1-4, 33.1-3 <a target=_blank href=browseCVARecord.asp?id={DC8E6A48-150C-40C9-83D2-59064459A11E}&startRef=>View Whole CVA Plates</a> | Lexicon Iconographicum Mythologiae Classicae: IV, PL.31, EUPNOUS 1 (PART OF A) | Lexicon Iconographicum Mythologiae Classicae: VII, PL.317, PHANOS 1 (B) | Lexicon Iconographicum Mythologiae Classicae: VII, PL.560, SIMIS, SIMON, SIMOS 3 (PART) | Lissarrague, F., La cite des satyres. Une anthropologie ludique (Athenes, VIe-Ve siecle avant J.-C.) (Paris, 2013): 46, FIG.19 (DRAWING OF A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BBD9BD09-7071-4D41-BA88-2A6AEF79A287";25231;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"PLATE FRAGMENT";"ATHENS, AGORA";"-525 to -475";"";"";"I: FIGURE";"Athens, Agora Museum: P6500";"The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 30, PL.114.1213";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A1DBB9A4-91C2-4333-A0BF-EB66FCB1AF9A";9002191;"MESSAPIAN";"";"";"NESTORIS";"";"";"";"";"";"Lecce, Mus. Prov. Sigismaondo Castromediano";"Corpus Vasorum Antiquorum: LECCE, MUSEO PROVINCIALE SIGISMONDO CASTROMEDIANO 1, IV.D.FD.5, PL.(168) 3.1-8 <a target=_blank href=browseCVARecord.asp?id={A1DBB9A4-91C2-4333-A0BF-EB66FCB1AF9A}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3A3EED74-4662-4888-8C49-35B9A7631F0D";202381;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN FRAGMENTS";"ATHENS, AGORA";"-500 to -450";"";"MYSON by BEAZLEY";"A: SYMPOSIUM, MAN RECLINING, TABLE, FOOT STOOL";"Athens, Agora Museum: P7244E | Athens, Agora Museum: P7244V | Athens, Agora Museum: P7244F";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 240.31 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 30, PL.30.209";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/96E6C415-7701-43AC-87A5-B0A104976E45";9008485;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS, SQUAT FRAGMENT";"";"-450 to -400";"";"MINA P by TUGUSHEVA";"BD: HEAD OF WOMAN, CRESCENT (SELENE ?)";"Moscow, Pushkin State Museum of Fine Arts: II1B753 |";"Corpus Vasorum Antiquorum: MOSCOW, PUSHKIN STATE MUSEUM OF FINE ARTS 6, 53, PL.(293) 48.3 <a target=_blank href=browseCVARecord.asp?id={96E6C415-7701-43AC-87A5-B0A104976E45}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/81B6CFC2-FE9F-4F1C-B959-F39359051941";41501;"ATHENIAN";"BLACK-FIGURE";"";"CUP FRAGMENT";"CORINTH";"-550 to -500";"";"";"DRAPED MAN, HORSEMAN";"Corinth, Archaeological Museum: C34.330 |";"Hesperia: 58 (1989), PL.70.145";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/464944E6-2390-4C60-B6FA-2E09AE696DD7";9007736;"ATHENIAN";"BLACK-FIGURE";"WHITE GROUND";"LEKYTHOS";"";"-525 to -475";"";"";"BD: FLORAL, IVY WREATH";"Palermo, Mormino Collection: 534 |";"Corpus Vasorum Antiquorum: PALERMO, COLLEZIONE MORMINO 1, III.Y.9, PL.(2241) 11.15 <a target=_blank href=browseCVARecord.asp?id={464944E6-2390-4C60-B6FA-2E09AE696DD7}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6AFBBFF7-55F4-4D86-8B3B-6684C1559206";9016529;"ATHENIAN";"";"";"AMPHORA FRAGMENT";"";"";"";"";"";"Athens, Agora Museum: P11962";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E777E8FE-8F4C-4DF2-A019-1F79698883FC";9007224;"SOUTH ITALIAN";"IMPASTO";"";"JUG";"";"";"";"";"";"Capua, Museo Campano |";"Corpus Vasorum Antiquorum: CAPUA, MUSEO CAMPANO 4, IV.B.4, PL.(1961) 3.4 <a target=_blank href=browseCVARecord.asp?id={E777E8FE-8F4C-4DF2-A019-1F79698883FC}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/87CE7D50-22C4-436E-8460-873872D65DE4";200832;"ATHENIAN";"RED-FIGURE";"";"CUP";"";"-525 to -475";"";"EUERGIDES P by BEAZLEY";"I: DOG";"Oxford, Ashmolean Museum: 1966.447 | Oxford, J.D. Beazley";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 96.136, 1625 | Beazley, J.D., Paralipomena (Oxford, 1971): 330 | Burn, L., and Glynn, R., Beazley Addenda (Oxford, 1982): 85 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 171 | Enciclopedia dell'Arte Antica: Supplemento (1970): 104, FIG.107 (I) | Mededelingenblad, Vereniging van Vrienden van het Allard PiersonMuseum: 42 (1988) 24, FIG.4 (I) | Revue Archeologique: 1975, 43, FIG.9 (I) | Rodriguez Perez, D., Mannack, T., and Neagu, C., Beazley and Christ Church. 250 Years of Scholarship on Greek Vases (Oxford, 2016): FRONTCOVER AND FRONTISPIECE (COLOUR OF I) | Vickers, M., Ancient Greek Pottery (Oxford, 1999): 38, NO.26 (COLOUR OF I) | Vickers, M., Greek Vases (Oxford, 1978): FIG.35 (I)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/1AA8DAAC-B693-4C12-907E-CA50CB574F37";351681;"ATHENIAN";"BLACK-FIGURE";"";"OLPE";"";"-525 to -475";"";"ATHENA P by BEAZLEY | VATICAN G 49, P OF by BEAZLEY";"BD: IRIS";"Paris, Institut d'Art et d'Archeologie |";"Beazley, J.D., Paralipomena (Oxford, 1971): 268";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E24B23F6-7D71-4D6C-994F-A2DD11DA9E89";9539;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA B";"";"-550 to -500";"";"LYSIPPIDES P by GORBUNOVA";"A: AGRICULTURE, VINTAGE, SATYRS PICKING GRAPES AND TREADING GRAPES | B: APOLLO (?) SEATED, PLAYING KITHARA, ARTEMIS (?), LETO (?), HERMES, MAN";"St. Petersburg, State Hermitage Museum: ST9 | Unknown, Pizzati | St. Petersburg, State Hermitage Museum: 9 | St. Petersburg, State Hermitage Museum: 1499";"Bukina, A., et al., Greek vases in the Imperial Hermitage Museum: The history of the collection 1816-69, with Addenda et Corrigenda to Ludolf Stephani, Die Vasen-Sammlung der Kaiserlichen Ermitage (1869) (Oxford, 2013): PL.11 (A) | Bulletin Antieke Beschaving: 51 (1976), 59, FIG.9 (DRAWING OF A) | Gerhard, E., Auserlesene Vasenbilder (Berlin, 1840-58): PL.15 (A, B) | Gorbunova, K., Chernofigurnie atticheskie vazi v Ermitazhe, Katalog (Leningrad, 1983): 59, NO.39 (A, B) | Lenormant, C. and de Witte, J., Elite des monuments ceramographiques (1837-61): 2, PL.36B (DRAWING OF B) | Pfuhl, E., Malerei und Zeichnung der Griechen (Munich, 1923): 76, FIG.287 (DRAWING OF A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EEEB96B7-1213-4BFE-A2D5-1E2C86709A34";200234;"ATHENIAN";"RED-FIGURE";"BLACK-FIGURE (I)";"CUP A";"ITALY, ETRURIA, VULCI";"-525 to -475";"NIKOSTHENES | Signature: KOSTHENESEPOI";"LOUVRE F 125, GROUP OF by BEAZLEY | NIKOSTHENES POTTER by SIGNATURE | STANDARD EYE-CUPS by BEAZLEY";"A: YOUTH BETWEEN EYES | B: HORSE BETWEEN EYES | I: KOMOS, MAN";"Paris, Musee du Louvre: F125";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 161.1 | Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 41.26 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 104 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 12.12 | Burn, L., and Glynn, R., Beazley Addenda (Oxford, 1982): 76 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 158 | Cohen, B., Attic Bilingual Vases (New York, 1978): PL.66.3,4, 67.1 (I,A, PART OF B) | Corpus Vasorum Antiquorum: PARIS, MUSEE DU LOUVRE 10, III.I.B.5, PLS.(761,762) 7.2-6, 8.1 <a target=_blank href=browseCVARecord.asp?id={EEEB96B7-1213-4BFE-A2D5-1E2C86709A34}&startRef=>View Whole CVA Plates</a> | Hoppin, A., A handbook of Attic red-figured vases signed by or attributed to the various masters of the sixth and fifth centuries B.C. (Cambridge, 1919): II, 229 | Pottier, E., Vases antiques du Louvre (Paris, 1897-1922): PL.72";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/D213A6EA-8985-44E9-B838-2682F40C5EE3";30596;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN (?) FRAGMENTS";"CORINTH";"-525 to -475";"";"";"NAKED WOMEN, ONE WITH CLOTH";"Corinth, Archaeological Museum: C1978.133 | Corinth, Archaeological Museum: C1978.134";"Hesperia: 56 (1987) PL. 47.5A-B";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FE648015-7EC9-490B-885C-B91FE03529C1";217583;"ATHENIAN";"RED-FIGURE";"";"KRATER, BELL FRAGMENT";"ATHENS, AGORA";"-425 to -375";"";"SUESSULA P by BEAZLEY";"WOMAN, IN CHARIOT (?)";"Athens, Agora Museum: P14132 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1345 | The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: PL.48.387";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/070F1854-255D-42CC-A465-71940D704C41";9027127;"ATHENIAN";"BLACK-FIGURE";"";"SKYPHOS FRAGMENT";"ITALY, CIVITAVECCHIA";"";"";"";"IVY";"Civitavecchia, Museo Civico: CAS96F08569.7 |";"Gran-Aymerich, J., and Dominguez-Arranz, A. (eds.), La Castellina a sud di Civitavecchia, origini ed eredita, Origines Protohistoriques et evolution d'un habitat etrusque (Rome, 2011): 503, PL.177, NO.6";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A62F812D-8045-4B1F-9EFE-639FADDF06B2";215009;"ATHENIAN";"RED-FIGURE";"";"CUP STEMLESS";"";"-450 to -400";"";"WASHING P by BEAZLEY";"I: EROS WITH BOX FLYING TO ALTAR";"Paris, Musee du Louvre: CP11943 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1133.199";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/4DE21524-6BE4-43BD-80DE-E14737E7C808";16846;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-425 to -375";"";"";"A: ATHLETES, ONE WITH ARYBALLOS | I: SYMPOSIUM, MAN";"Tubingen, Eberhard-Karls-Univ., Arch. Inst.: F12 | Tubingen, Eberhard-Karls-Univ., Arch. Inst.: S101613";"Corpus Vasorum Antiquorum: TUBINGEN, ANTIKENSAMMLUNG DES ARCHAOLOGISCHEN INSTITUTS DER UNIVERSITAT 5, 44, PL.(2635) 18.3-4 <a target=_blank href=browseCVARecord.asp?id={4DE21524-6BE4-43BD-80DE-E14737E7C808}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
